2026-04-27 09:56:43,退款,携程旅行网,ali***@ctrip.com,退款-火车票,不计收支,29.00,花呗,退款成功,2026042722001414671410364203_20260427177725500203f2676617	,NP17772549735331081667fb457f0117	,,
2026-04-27 09:56:28,交通出行,铁路12306,chi***@alipay.com,退款-火车票,不计收支,364.50,花呗,退款成功,2026042722001414671408080332_M2026042749102906	,M2026042749096541	,,
2026-04-27 09:56:13,交通出行,携程旅行网,ali***@ctrip.com,火车票,支出,29.00,花呗,交易关闭,2026042722001414671410364203	,NP17772549735331081667fb457f0117	,,
2026-04-27 09:56:07,交通出行,铁路12306,chi***@alipay.com,火车票,支出,364.50,花呗,交易关闭,2026042722001414671408080332	,M2026042749096541	,,
2026-04-26 18:42:07,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,1点点(华为地铁店)外卖订单,支出,16.80,花呗,交易成功,2026042623001114671408645962	,13180600726042667387200675225	,,
2026-04-25 18:22:43,医疗健康,ke**舰,bei***@leqee.com,【芭克官方旗舰店】硅酮凝胶6g除祛疤膏增生改善疤克进口 等多件,支出,268.58,花呗,交易关闭,2026042523001114671404661232	,T200P5112169776330016823	,,
2026-04-25 18:22:43,日用百货,天**,tmc***@service.aliyun.com,【下拉详情享优惠】高洁丝阳光烘烘纯棉日夜组合卫生巾姨妈巾,支出,33.03,花呗,交易成功,2026042523001114671404980583	,T200P5112169776330007641	,,
2026-04-25 18:22:43,服饰装扮,迷失**客,191******67,紫色旗袍2026新款年轻款少女新中式绝美气质连衣裙小个子可穿3/4,支出,114.87,花呗,交易关闭,2026042523001114671404982455	,T200P5112169776330062015	,,
2026-04-25 18:22:43,服饰装扮,da**店,yij***@163.com,【优惠价】999纯银养耳洞钻石耳钉女超闪高级感小耳环养耳洞耳棒耳骨钉耳饰,支出,15.28,花呗,交易成功,2026042523001114671406919602	,T200P5112169776330098842	,,
2026-04-25 15:29:16,交通出行,哈啰出行,zij***@hellobike.com,哈啰车费支付,支出,84.80,花呗,交易成功,2026042522001414671403653157	,CPR2604251529062122280503P	,,
2026-04-25 13:24:24,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,20.20,花呗,交易成功,2026042523001114671400927835	,13130600726042501911069675225	,,
2026-04-25 11:53:11,投资理财,余额宝,shu***@phfund.com.cn,余额宝-自动转入,支出,0.10,账户余额,交易成功,20260425019130101000670001620724	,20260425009130501000670031397106	,,
2026-04-25 09:20:59,转账红包,海南今日头条科技有限公司,/,红果短剧，边看边赚钱,收入,0.10,,交易成功,20260425020070011520670095679342	,326042505430962914878	,,
2026-04-24 19:57:31,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,懂爱小面(新天下店)外卖订单,支出,17.09,花呗,交易成功,2026042423001114671401674171	,13190600726042436770017675225	,,
2026-04-24 09:16:34,日用百货,美宜佳便利店,472***@qq.com,美宜佳V00845店,支出,8.50,花呗,交易成功,2026042423001414671458163468	,c6f8808f7ede4094be2796cf64b520c0	,,
2026-04-23 11:08:33,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,小食候湘优选湘菜·绝无预制菜(天安云谷店)外卖订单,支出,16.10,花呗,交易成功,2026042323001114671452353161	,13110600726042321175664675225	,,
2026-04-22 14:23:12,交通出行,铁路12306,chi***@alipay.com,火车票,支出,314.50,花呗,交易成功,2026042222001414671450426674	,M2026042276737071	,,
2026-04-22 14:13:07,交通出行,铁路12306,chi***@alipay.com,火车票,支出,366.50,花呗,交易成功,2026042222001414671448545515	,M2026042276567957	,,
2026-04-21 18:16:34,信用借还,花呗,/,花呗主动还款-2026年04月账单,不计收支,1429.12,工商银行储蓄卡(3758),还款成功,2026042129020999670113263436	,	,,
2026-04-21 18:13:45,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,窑鸡王(雪象店)外卖订单,支出,28.30,花呗,交易成功,2026042123001114671445207761	,13180600726042164844625675225	,,
2026-04-21 16:25:26,信用借还,花呗,/,花呗自动还款,不计收支,1429.12,,还款失败,2026042129020999670112743485	,	,,
2026-04-21 09:31:54,信用借还,花呗,/,花呗自动还款,不计收支,1429.12,,还款失败,2026042129020999670113801698	,	,,
2026-04-20 17:56:47,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,煲珠公·老红糖珍珠奶茶(华创里店)外卖订单,支出,13.90,花呗,交易成功,2026042023001114671442933930	,13170600726042024880530675225	,,
2026-04-20 17:53:19,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,20.00,花呗,交易成功,2026042023001114671442802306	,13170600726042060231844675225	,,
2026-04-20 17:18:49,信用借还,花呗,/,花呗自动还款,不计收支,1429.12,,还款失败,2026042029020999670110577030	,	,,
2026-04-20 15:46:50,其他,网商银行,/,转出到网商银行,不计收支,14.70,账户余额,交易成功,20260420102553010614670058639274	,20260420330112051042	,,
2026-04-20 11:45:10,转账红包,上海歌者环保科技有限公司,/,转账,收入,14.70,,交易成功,20260420020070011530670057810336	,2604201145101062481	,,
2026-04-20 08:01:00,信用借还,花呗,/,花呗自动还款,不计收支,1429.12,,还款失败,2026042029020999670110886057	,	,,
2026-04-19 22:24:02,美容美发,愿望**店,msw***@163.com,【直卷两用】直发卷发棒负离子夹板持久定型不伤发直板夹拉直神器 等多件,支出,35.00,花呗,交易成功,2026041923001114671436479392	,T200P4502309511109007641	,,
2026-04-19 14:10:38,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,肯德基宅急送(江南时代广场店)外卖订单,支出,42.40,花呗,交易成功,2026041923001114671435922424	,13140600726041972847540675225	,,
2026-04-18 12:03:33,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,三叔粥铺(天安云谷店)外卖订单,支出,15.31,花呗,交易成功,2026041823001114671432356145	,13120600726041838137204675225	,,
2026-04-17 20:25:42,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,懂爱小面(新天下店)外卖订单,支出,14.59,花呗,交易成功,2026041723001114671428148511	,13200600726041714238070675225	,,
2026-04-17 16:22:11,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,19.67,花呗,交易成功,2026041722001414671429541859	,0001N202604170000000015288011414	,,
2026-04-16 12:37:26,日用百货,美宜佳便利店,472***@qq.com,美宜佳V00845店,支出,14.31,花呗&碰一下立减,交易成功,2026041623001414671423291684	,e3eee85655404cbb9f4faf6e96506bb4	,,
2026-04-16 10:24:44,交通出行,携程旅行网,ali***@ctrip.com,火车票,支出,364.50,花呗,交易关闭,2026041623001414671425039604	,NP177630628448188485462b6a044e20	,,
2026-04-16 00:01:37,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,23.77,花呗,交易成功,2026041623001414671420769486	,0001N202604160000000015211863347	,,
2026-04-15 15:28:05,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,卡玛王子·面包·蛋糕(坂田百佳华店)外卖订单,支出,28.70,花呗,交易成功,2026041523001114671422194495	,13150600726041528671822675225	,,
2026-04-15 12:13:42,退款,米芙**店,191***@sina.cn,退款-【优惠价】蝴蝶结后绊带细跟凉鞋女夏外穿2026新款一字带气质露趾方头高跟鞋,不计收支,52.06,花呗,退款成功,2026040723001114671445271458_4502265554182098842_advance	,T200P4502265554182098842	,,
2026-04-15 11:15:56,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,萨莉亚(263岗头站江南时代广场店)外卖订单,支出,14.60,花呗,交易成功,2026041523001114671419137758	,13110600726041572647354675225	,,
2026-04-12 23:54:00,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,21.40,花呗,交易成功,2026041223001414671409173599	,0001N202604120000000015218450866	,,
2026-04-12 18:33:01,交通出行,MTR Corporation Limited,z32***@service.aliyun.com,travel ticket,支出,45.62,花呗,交易成功,2026041222001414671409862073	,2026041219074101000190040586590	,,
2026-04-12 16:50:38,交通出行,MTR Corporation Limited,z32***@service.aliyun.com,travel ticket,支出,4.28,花呗,交易成功,2026041222001414671408333823	,2026041219074101000610040406289	,,
2026-04-12 15:27:50,其他,星光行,z32***@service.aliyun.com,支付寶HK,支出,22.72,花呗,交易成功,2026041222001414671409861998	,2026041219074101002550001725457	,,
2026-04-12 13:43:47,交通出行,MTR Corporation Limited,z32***@service.aliyun.com,travel ticket,支出,4.28,花呗,交易成功,2026041222001414671406901436	,2026041219074101000350040459805	,,
2026-04-12 13:06:20,交通出行,MTR Corporation Limited,z32***@service.aliyun.com,travel ticket,支出,4.28,花呗,交易成功,2026041222001414671407369222	,2026041219074101000520040812664	,,
2026-04-12 11:34:36,交通出行,MTR Corporation Limited,z32***@service.aliyun.com,travel ticket,支出,36.36,花呗,交易成功,2026041223001414671409616784	,2026041219074101000320040304529	,,
2026-04-12 11:11:52,充值缴费,中国联合网络通信有限公司广东省分公司,gd-***@chinaunicom.cn,为186****1425交费100.00元,支出,99.79,花呗&支付宝随机立减,交易成功,2026041222001414671410180119	,CP2509141775963507395746	,,
2026-04-11 18:27:37,服饰装扮,深圳市兜点实业有限责任公司,/,兜点零食 象角塘一路店店内购物,支出,5.68,花呗&碰一下立减,交易成功,2026041123001414671405443530	,47126600004836000083620260411926622694	,,
2026-04-11 14:08:24,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,1点点(华为地铁店)外卖订单,支出,13.80,花呗,交易成功,2026041123001114671402966821	,13140600726041170076832675225	,,
2026-04-10 11:10:36,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,20.00,花呗,交易成功,2026041023001114671457677522	,13110600726041036366818675225	,,
2026-04-09 13:45:05,文化休闲,连云港焕谷宇科技有限公司,lvw***@sina.com,视频订阅权益包,支出,14.82,花呗,交易成功,2026040922001414671453847557	,dQHRS202604091775713483738061	,,
2026-04-07 22:14:56,服饰装扮,米芙**店,191***@sina.cn,【优惠价】蝴蝶结后绊带细跟凉鞋女夏外穿2026新款一字带气质露趾方头高跟鞋,支出,52.06,花呗,交易关闭,2026040723001114671445271458	,T200P4502265554182098842	,,
2026-04-07 22:14:56,美容美发,玖启**店,qwe***@163.com,【优惠价】膨胀色腮红高光修容三合一腮红盘2025新款爆款正品官方旗舰店,支出,24.94,花呗,交易成功,2026040723001114671445292060	,T200P4502265554182108024	,,
2026-04-07 22:14:56,医疗健康,视客**店,sig***@sigo.cn,【优惠价】EYEPONY美瞳【云】系列倾听系列小世界系列合集日抛10片隐形眼镜 等多件,支出,41.33,花呗,交易成功,2026040723001114671445311775	,T200P4502265554182007641	,,
2026-04-07 22:14:56,美容美发,tt**1,jin***@shjinjia.com.cn,程十安的店 白日梦醒家双色高光修容盘哑光粉饼提亮面部鼻影侧影,支出,37.25,花呗,交易成功,2026040723001114671446562998	,T200P4502265554182062015	,,
2026-04-07 22:14:56,美容美发,mr**店,lwj***@mrwish.net,【优惠价】心愿先生假睫毛胶水升级超强无甲醛眼睫毛嫁接睫毛胶水不易过敏,支出,15.96,花呗,交易成功,2026040723001114671447525263	,T200P4502265554182052833	,,
2026-04-07 22:14:56,美容美发,义乌**司,c2m***@service.aliyun.com,桃夭化妆刷套装眼影腮红修容鼻影初学者专用全套刷子化妆师粉刷,支出,21.48,花呗,交易成功,2026040723001114671448150902	,T200P4502265554182117206	,,
2026-04-07 11:12:35,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,20.00,花呗,交易成功,2026040723001114671444670422	,13110600726040772982103675225	,,
2026-04-06 20:54:27,交通出行,高德打车,aut***@autonavi.com,退款-高德打车订单,不计收支,62.14,花呗,退款成功,2026040623001414671441824197_a_10685740002340072163386205_1_6214	,0001N202604060000000015107013436	,,
2026-04-06 20:49:06,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,62.14,花呗,交易关闭,2026040623001414671441824197	,0001N202604060000000015107013436	,,
2026-04-06 20:10:08,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,62.87,花呗,交易成功,2026040623001414671442094190	,0001N202604060000000015171248453	,,
2026-04-06 14:03:32,餐饮美食,阳朔县诸葛大师傅啤酒鱼店老车站店,/,直接付款,支出,48.00,花呗,交易成功,2026040622001414671442756065	,981266000001050002202604061403137541010426571703	,,
2026-04-04 19:07:11,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,79.32,花呗,交易成功,2026040422001414671435368166	,0001N202604040000000015098994187	,,
2026-04-03 23:40:13,退款,携程旅行网,ali***@ctrip.com,退款-火车票,不计收支,619.00,花呗,退款成功,2026032122001414671429671731_20260403177523081185f6edd723	,NP17740651174033087192a45db4cc23	,,
2026-04-03 22:43:29,服饰装扮,深圳市兜点实业有限责任公司,/,兜点零食 象角塘一路店店内购物,支出,40.73,花呗,交易成功,2026040323001414671428713515	,90126600004836000083620260403773652578	,,
2026-04-03 18:17:47,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,老师傅邵阳米粉(御珑豪园店)外卖订单,支出,17.15,花呗,交易成功,2026040323001114671432044902	,13180600726040319210547675225	,,
2026-03-31 12:08:19,日用百货,美宜佳便利店,472***@qq.com,美宜佳V00845店,支出,12.00,花呗,交易成功,2026033123001414671414657589	,712886290f8e45beb45c097843a88430	,,
2026-03-30 09:15:09,日用百货,美宜佳便利店,472***@qq.com,美宜佳V00845店,支出,7.50,花呗,交易成功,2026033023001414671409280251	,8f0b54d0410a44939a3f78d28a8c3314	,,
2026-03-28 23:44:06,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,15.50,花呗,交易成功,2026032822001414671403516061	,0001N202603280000000015038448276	,,
2026-03-28 16:45:31,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,15.68,花呗,交易成功,2026032822001414671404604357	,0001N202603280000000014971244831	,,
2026-03-28 12:33:15,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,三叔粥铺(天安云谷店)外卖订单,支出,19.11,花呗,交易成功,2026032823001114671403909602	,13120600726032877126544675225	,,
2026-03-28 00:14:32,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,59.50,花呗,交易成功,2026032822001414671458677460	,0001N202603280000000014983330189	,,
2026-03-25 14:54:42,投资理财,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入,支出,500.00,,交易成功,20260325001080012204670068987742	,	,,
2026-03-25 14:30:58,投资理财,余额宝,shu***@phfund.com.cn,余额宝-单次转入,支出,433.53,工商银行储蓄卡(3758)&红包,交易成功,20260325019130100010670075488077	,LC2026032514305820887224334146717125	,,
2026-03-24 11:09:29,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,19.00,花呗,交易成功,2026032423001114671441818605	,13110600726032498204356675225	,,
2026-03-23 18:33:20,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,窑鸡王(雪象店)外卖订单,支出,18.40,花呗,交易成功,2026032323001114671441839159	,13180600726032308562693675225	,,
2026-03-22 21:28:48,退款,哈啰出行,zij***@hellobike.com,退款-哈啰车费支付,不计收支,9.94,花呗,退款成功,2026032222001414671437106109_CPR2603222128432312280503A	,CPR2603222125286232280503Z	,,
2026-03-22 21:28:48,退款,哈啰出行,zij***@hellobike.com,退款-哈啰车费支付,不计收支,49.00,花呗,退款成功,2026032222001414671437193322_CPR2603222128431692280503E	,CPR2603222117464152280503T	,,
2026-03-22 21:25:33,交通出行,哈啰出行,zij***@hellobike.com,哈啰车费支付,支出,9.94,花呗,交易关闭,2026032222001414671437106109	,CPR2603222125286232280503Z	,,
2026-03-22 21:17:52,交通出行,哈啰出行,zij***@hellobike.com,哈啰车费支付,支出,49.00,花呗,交易关闭,2026032222001414671437193322	,CPR2603222117464152280503T	,,
2026-03-22 17:52:26,服饰装扮,天天惠,/,深福永店[A00015]-消费39.00元,支出,38.78,花呗&到店支付立减券,交易成功,2026032222001414671436333002	,1012660000482200007895210114451869	,,
2026-03-21 11:51:57,交通出行,携程旅行网,ali***@ctrip.com,火车票,支出,619.00,花呗,交易关闭,2026032122001414671429671731	,NP17740651174033087192a45db4cc23	,,
2026-03-20 15:50:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国投瑞银白银期货(LOF)A-卖出至余额宝,收入,66.46,余额宝,交易成功,20260319001080012404670052398274	,	,,
2026-03-20 11:06:41,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,老乡鸡(深圳坂田万科店)外卖订单,支出,21.90,花呗,交易成功,2026032023001114671424921101	,13110600726032033442440675225	,,
2026-03-20 09:37:51,信用借还,花呗,/,花呗主动还款-2026年03月账单,不计收支,1681.26,工商银行储蓄卡(3758),还款成功,2026032029020999670135060432	,	,,
2026-03-19 14:53:27,投资理财,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入,支出,200.00,,交易成功,20260319001080012204670052954833	,	,,
2026-03-19 10:15:48,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,三叔粥铺(天安云谷店)外卖订单,支出,15.31,花呗,交易成功,2026031923001114671421700234	,13100600726031924243481675225	,,
2026-03-18 21:50:39,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,19.22,花呗,交易成功,2026031822001414671421942469	,0001N202603180000000014830013371	,,
2026-03-18 18:11:47,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,老师傅邵阳米粉(御珑豪园店)外卖订单,支出,16.75,花呗,交易成功,2026031823001114671421099447	,13180600726031811562575675225	,,
2026-03-18 14:48:52,投资理财,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入,支出,200.00,,交易成功,20260318001080012204670050088453	,	,,
2026-03-18 12:12:34,餐饮美食,隆江猪脚饭象角塘店,/,深圳隆江猪脚饭,支出,12.00,花呗,交易成功,2026031822001414671417610054	,8512660000482200007895210974919089	,,
2026-03-17 20:41:51,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,23.82,花呗,交易成功,2026031722001414671418563620	,0001N202603170000000014819508031	,,
2026-03-16 14:46:52,投资理财,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入,支出,100.00,,交易成功,20260316001080012204670044226780	,	,,
2026-03-16 14:45:24,退款,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入退款,不计收支,200.00,,交易成功,20260316001080012204670044227476	,	,,
2026-03-16 14:42:59,投资理财,博时黄金ETF联接C-蚂蚁（杭州）基金销售有限公司,/,博时黄金ETF联接C-买入,支出,200.00,,交易成功,20260316001080012204670044227476	,	,,
2026-03-16 11:06:35,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宏辣椒浏阳菜馆(五和店)外卖订单,支出,19.00,花呗,交易成功,2026031623001114671410491378	,13110600726031618161607675225	,,
2026-03-15 12:38:49,交通出行,高德打车,aut***@autonavi.com,退款-高德打车订单,不计收支,0.58,花呗,退款成功,2026031522001414671406714098_a_10685740001070073827645040_1_58	,0001N202603150000000014781797270	,,
2026-03-15 12:21:59,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,18.12,花呗,交易成功,2026031522001414671406714098	,0001N202603150000000014781797270	,,
2026-03-14 23:39:33,退款,冥轩**焱,138******07,退款-【坐吃山空】纯欲风辣妹紧身上衣女夏季新款修身显瘦正肩短袖T恤,不计收支,40.98,花呗分期,退款成功,2026030923001114671444235531_4502107299108007641_379775772848102480	,T200P4502107299108007641	,,
2026-03-14 21:01:32,交通出行,高德打车,aut***@autonavi.com,退款-高德打车订单,不计收支,1.06,花呗,退款成功,2026031422001414671402660471_a_10685740001050070130665913_1_106	,0001N202603140000000014805355819	,,
2026-03-14 20:39:58,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,18.36,花呗,交易成功,2026031422001414671402660471	,0001N202603140000000014805355819	,,
2026-03-14 14:40:44,医疗健康,深圳市龙华区人民医院,/,医保支付(不含自费),支出,0.00,,支付成功,20260314146777308657	,44039100000860816458	,,
2026-03-14 14:05:28,交通出行,高德打车,aut***@autonavi.com,退款-高德打车订单,不计收支,26.46,花呗,退款成功,2026031422001414671402536679_a_10685740001070074858709682_1_2646	,0001N202603140000000014792290019	,,
2026-03-14 14:00:35,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,26.46,花呗,交易关闭,2026031422001414671402536679	,0001N202603140000000014792290019	,,
2026-03-14 11:34:40,退款,xi**4,101***@qq.com,退款-纯欲蕾丝后背v领吊带背心女夏季外穿气质修身显瘦绝美俏皮小上衣,不计收支,31.58,花呗,退款成功,2026030223001114671412889350_5091977160065108024_advance	,T200P5091977160065108024	,,
2026-03-12 15:50:22,退款,tb**5,/,退款-白色阔腿牛仔裤女春季新款大码胖mm梨型身材高腰显瘦垂感直筒裤子,不计收支,58.68,花呗,退款成功,2026030923001114671441584182*F-refundplatform3-R-1757896635484_3345102480_4	,F-refundplatform3-R-1757896635484_3345102480_4	,,
2026-03-12 03:42:33,退款,淑婉**店,203***@qq.com,退款-【活动价】纯欲芭蕾风黑色绑带蝴蝶结带胸垫吊带背心女内搭外穿美背无袖上衣,不计收支,23.48,花呗分期,退款成功,2026030923001114671443265445_4502107299108026005_379269686361102480	,T200P4502107299108026005	,,
2026-03-11 11:11:22,日用百货,心动**衣,293***@qq.com,iCloud 储存空间 存储 空间 云 拼车 升级 扩容 200G 400G 1T 2T,支出,30.56,花呗,交易成功,2026031123001114671446233788	,T200P4502115255146007641	,,
2026-03-10 18:49:45,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,懂爱小面(新天下店)外卖订单,支出,13.89,花呗,交易成功,2026031023001114671448298444	,13180600726031076678550675225	,,
2026-03-10 18:10:05,退款,蕉型**店,137***@163.com,退款-【活动价】白色吊带背心女内搭2025新款夏季修身百搭带胸垫外穿抹胸打底上衣,不计收支,23.32,花呗,退款成功,2026030223001114671412534464_5091977160063108024_advance	,T200P5091977160063108024	,,
2026-03-10 09:31:44,美容美发,苏宁**店,sns***@suning.com,适配飞利浦电动牙刷头替换头HX2421/243w/2431/2471/242w通用2258,支出,13.30,花呗,交易成功,2026031023001114671444010907	,T200P4502123173114026005	,,
2026-03-09 22:34:23,美容美发,mu**店,xuc***@163.com,【活动价】弹力素女卷发保湿定型持久防毛躁自然蓬松烫头发护发精华官方正品,支出,45.00,花呗,交易成功,2026030923001114671444260666	,T200P4502127637102016823	,,
2026-03-09 20:17:34,服饰装扮,ha**9,158******40,美式辣妹V领正肩短袖女夏季简约基础款收腰内搭上衣白色T恤打底衫,支出,28.13,花呗分期(3期),交易成功,2026030923001114671441544407	,T200P4502107299108016823	,,
2026-03-09 20:17:34,服饰装扮,tb**5,132******87,白色阔腿牛仔裤女春季新款大码胖mm梨型身材高腰显瘦垂感直筒裤子,支出,58.68,花呗分期(3期),交易成功,2026030923001114671441584182	,T200P4502107299108098842	,,
2026-03-09 20:17:34,服饰装扮,淑婉**店,203***@qq.com,【活动价】纯欲芭蕾风黑色绑带蝴蝶结带胸垫吊带背心女内搭外穿美背无袖上衣,支出,23.48,花呗分期(3期),交易关闭,2026030923001114671443265445	,T200P4502107299108026005	,,
2026-03-09 20:17:34,服饰装扮,sz**装,198******25,美式辣妹灰色修身圆领正肩短袖t恤女夏季纯色小个子miu系紧身上衣,支出,32.05,花呗分期(3期),交易成功,2026030923001114671443811547	,T200P4502107299108108024	,,
2026-03-09 20:17:34,服饰装扮,兰梦**店,187***@139.com,绝美小吊带白色背心女夏外穿美背带胸垫修身纯色内搭打底无袖上衣,支出,20.98,花呗分期(3期),交易成功,2026030923001114671444153109	,T200P4502107299108052833	,,
2026-03-09 20:17:34,服饰装扮,冥轩**焱,138******07,【坐吃山空】纯欲风辣妹紧身上衣女夏季新款修身显瘦正肩短袖T恤,支出,40.98,花呗分期(3期),交易关闭,2026030923001114671444235531	,T200P4502107299108007641	,,
2026-03-09 20:17:34,服饰装扮,ra**店,151***@163.com,「紫气东来」法式紫色亮面珍珠手链优雅气质百搭温柔闺蜜礼物手饰,支出,41.24,花呗分期(3期),交易成功,2026030923001114671444346389	,T200P4502107299108062015	,,
2026-03-09 16:56:25,服饰装扮,愿望**店,msw***@163.com,【活动价】【2025新款】防晒帽女士遮阳防紫外线太阳帽子大帽檐黑胶空顶夏季 等多件,支出,2.00,花呗,交易成功,2026030923001114671443993752	,T200P4502106468085007641	,,
2026-03-08 16:43:47,餐饮美食,零食很忙广东深圳岗头地铁站店,/,二维码支付,支出,45.45,花呗,交易成功,2026030823001414671437851552	,21P2088721085226061W03_S105B035922603080094001H545	,,
2026-03-08 16:07:32,日用百货,鹏盛旺超市岗头分店,/,鹏盛旺超市岗头分店收银员:021-2120,支出,88.60,花呗,交易成功,2026030822001414671438263393	,31P2088621549599695W03_2026030890005596937260670310308	,,
